UF;Leitos;
MG;27;
RJ;20;
RN;20;
SC;14;
RJ;54;
MG;15;
PB;80;
PA;20;
PA;20;
CE;100;
PB;20;
MG;29;
CE;38;
PI;4;
MG;13;
CE;16;
AM;60;
AM;30;
GO;15;
PB;80;
PB;14;
RS;116;
AM;11;
TO;25;
PA;25;
GO;51;
BA;45;
GO;97;
RS;89;
BA;8;
PR;18;
RJ;80;
AL;14;
MG;20;
PR;35;
SE;10;
MG;44;
BA;88;
MA;51;
SP;20;
PR;27;
GO;90;
CE;14;
AL;12;
BA;41;
SC;2;
MG;26;
MT;35;
TO;24;
RJ;18;
AP;270;
SP;48;
SC;40;
RN;51;
MT;30;
PR;252;
TO;10;
ES;6;
SP;31;
MG;60;
MG;50;
SP;70;
SP;40;
RJ;59;
GO;318;
PB;12;
MG;126;
RS;22;
ES;40;
PR;102;
GO;130;
RS;8;
PB;12;
RS;13;
SP;10;
TO;27;
RS;15;
MG;16;
SC;8;
ES;20;
MA;4;
PR;38;
MG;30;
RJ;120;
RJ;33;
BA;10;
PE;45;
SP;13;
SP;3;
MG;90;
MG;30;
MT;19;
MG;32;
GO;23;
BA;43;
MG;35;
MG;25;
AL;54;
GO;131;
CE;36;
SP;260;
AP;136;
SP;15;
BA;65;
SC;112;
RS;15;
SC;12;
MG;35;
PR;29;
MG;80;
SP;160;
PR;12;
SP;18;
SP;34;
AM;13;
SP;300;
MG;14;
MG;21;
AL;27;
BA;70;
RS;60;
SC;30;
MT;65;
MA;70;
AM;27;
BA;20;
GO;10;
SP;55;
SP;60;
MA;40;
RJ;335;
RS;9;
PB;12;
CE;84;
TO;26;
TO;306;
PR;45;
AL;15;
MG;41;
MA;30;
SC;87;
MG;96;
SC;39;
SP;109;
BA;35;
MG;20;
RJ;29;
GO;16;
PR;16;
MG;7;
SP;90;
SP;12;
RJ;10;
CE;6;
BA;55;
MG;376;
MA;20;
BA;20;
MG;38;
BA;100;
PR;10;
SP;184;
CE;7;
MG;23;
SP;46;
GO;36;
SP;455;
SP;14;
MG;12;
CE;8;
RN;30;
SP;40;
MG;50;
SP;354;
SP;97;
SP;120;
RS;40;
BA;10;
RS;219;
AL;300;
RS;12;
SC;22;
SP;14;
PA;20;
SP;264;
RJ;34;
MA;140;
MA;42;
TO;62;
GO;9;
SC;13;
RJ;85;
ES;60;
PB;25;
SE;40;
MG;12;
MG;15;
SP;15;
PE;12;
GO;15;
SP;20;
SP;152;
SP;68;
MA;12;
GO;7;
AL;36;
MG;125;
MT;30;
PR;34;
RJ;600;
SP;24;
RS;6;
MA;7;
BA;33;
MT;30;
SC;24;
BA;60;
MT;52;
MA;12;
BA;48;
SP;36;
AM;16;
MT;48;
AM;37;
PA;20;
SP;320;
SP;116;
SP;190;
SP;39;
RJ;75;
RS;43;
RJ;9;
MS;40;
CE;36;
SC;17;
AM;20;
PR;292;
PA;33;
SP;40;
SP;70;
MG;27;
CE;12;
MG;20;
MG;20;
SC;3;
SP;112;
RJ;56;
BA;65;
BA;48;
BA;40;
BA;77;
MG;46;
MA;6;
RS;72;
SC;17;
MG;34;
SE;8;
MG;50;
SC;5;
MT;31;
RO;75;
MA;10;
SP;40;
GO;20;
CE;26;
SP;4;
CE;128;
CE;18;
SP;14;
MG;14;
RJ;40;
SP;180;
MG;30;
PR;55;
AL;45;
SP;44;
MG;18;
BA;30;
PE;16;
TO;15;
PR;40;
GO;88;
SP;240;
CE;16;
SP;15;
BA;68;
GO;15;
TO;50;
SP;243;
ES;40;
BA;28;
RJ;12;
PI;58;
MT;60;
BA;37;
SC;26;
GO;10;
CE;18;
MG;13;
MG;6;
MG;108;
MG;60;
SP;220;
PB;150;
AL;24;
RS;88;
SC;60;
PB;6;
SP;53;
RJ;60;
SP;5;
PA;13;
GO;555;
DF;7;
BA;8;
SP;20;
MG;6;
PR;17;
SC;4;
SC;17;
RJ;30;
MG;2;
MG;60;
RJ;67;
PR;26;
SP;1500;
PA;60;
SP;14;
SP;20;
SP;22;
SP;220;
SP;18;
PB;35;
SP;125;
GO;50;
SP;40;
SP;146;
RJ;23;
PA;40;
MG;25;
TO;41;
CE;20;
SC;50;
TO;50;
SP;90;
ES;55;
CE;28;
SC;16;
MG;2;
RS;20;
SC;360;
SC;1;
SP;5;
RJ;12;
SP;390;
BA;21;
MT;35;
RJ;56;
RS;72;
AL;50;
BA;25;
BA;62;
SP;24;
TO;25;
PR;230;
ES;80;
SP;120;
CE;6;
CE;46;
BA;24;
CE;10;
MG;20;
MT;66;
PE;240;
TO;15;
SP;22;
SC;35;
RS;27;
RN;3;
SP;680;
MS;90;
SE;36;
AL;120;
SP;20;
MG;82;
MG;57;
RS;54;
CE;90;
GO;57;
GO;70;
SC;26;
PE;60;
SP;40;
MG;22;
MG;7;
MG;41;
MG;52;
MG;213;
MG;55;
MG;9;
RJ;26;
SP;75;
SP;10;
RJ;64;
ES;160;
MG;6;
SP;120;
SC;70;
ES;20;
RS;14;
SP;200;
SP;60;
SC;4;
PA;31;
MG;23;
MG;43;
SP;350;
RJ;30;
CE;20;
MG;36;
PR;40;
TO;20;
MG;6;
CE;21;
PR;4;
RS;40;
SP;30;
RS;40;
SC;80;
SC;60;
TO;24;
RJ;15;
MT;89;
SP;19;
BA;16;
RS;18;
SP;30;
SP;75;
SP;56;
SP;148;
SP;20;
SP;189;
CE;21;
PR;20;
RN;49;
RJ;20;
MG;22;
RS;15;
SP;34;
PR;58;
SP;4;
RJ;31;
PB;55;
SC;45;
GO;108;
MA;11;
PI;21;
SP;100;
PE;82;
BA;46;
MG;60;
SP;72;
CE;20;
SP;46;
PI;14;
MG;15;
MG;100;
PI;40;
SP;15;
SC;2;
SP;39;
RJ;60;
GO;12;
RJ;90;
GO;11;
MG;13;
RJ;26;
BA;34;
DF;21;
AM;220;
SC;4;
RJ;12;
DF;1;
CE;12;
SP;15;
SP;220;
SP;498;
SP;90;
SP;33;
PB;12;
PB;75;
SP;50;
BA;68;
CE;96;
SP;54;
MG;46;
CE;8;
RS;126;
RS;180;
RJ;157;
RJ;78;
ES;80;
SP;123;
SP;8;
CE;20;
SP;40;
SP;18;
SP;84;
BA;22;
SP;20;
PE;8;
SC;7;
MG;20;
MG;20;
RJ;8;
RJ;46;
TO;75;
SP;5;
CE;22;
SP;150;
SP;17;
TO;53;
SP;150;
RS;720;
PA;18;
SP;28;
RJ;2;
RJ;44;
SP;78;
SC;7;
SC;40;
MG;34;
AL;70;
BA;70;
MG;36;
RS;24;
MG;90;
MG;20;
BA;22;
SP;12;
PB;8;
SP;77;
RS;4;
SP;35;
PR;154;
SP;30;
PE;54;
CE;13;
SP;16;
TO;28;
RJ;12;
RJ;18;
SP;144;
PE;250;
RS;26;
SP;5;
SC;15;
GO;2;
RS;17;
SP;40;
PR;31;
AM;18;
MG;12;
SP;4;
SP;46;
SP;60;
RN;30;
RS;10;
PR;58;
SP;30;
SC;443;
CE;12;
SP;28;
PR;3;
RJ;22;
RJ;15;
AM;26;
SP;16;
MG;20;
SP;32;
SP;89;
BA;28;
ES;8;
SP;30;
SP;180;
RJ;12;
PA;11;
AM;239;
SP;36;
PE;100;
SP;14;
MG;10;
SP;90;
SP;57;
SP;137;
RJ;8;
PA;15;
GO;86;
SP;50;
RS;40;
SP;36;
RS;403;
RS;80;
GO;30;
RJ;8;
SC;27;
SC;248;
SC;43;
RS;12;
RJ;6;
MG;11;
MA;18;
SP;30;
RS;24;
MG;52;
MT;70;
PE;24;
AL;12;
PE;18;
GO;35;
PA;55;
SP;142;
RJ;50;
SP;15;
SP;310;
RO;27;
SP;44;
SP;97;
PA;49;
AM;20;
PE;200;
AM;34;
RN;36;
RJ;20;
BA;51;
SP;13;
ES;6;
SC;49;
SP;26;
PR;116;
MT;69;
RJ;6;
SC;2;
SP;54;
AM;10;
AL;4;
BA;5;
RJ;46;
SP;30;
MG;125;
SC;352;
RJ;28;
PE;37;
RS;32;
SP;147;
MG;70;
SP;36;
SC;15;
RJ;18;
BA;90;
SP;36;
MG;230;
RS;14;
PR;16;
PI;44;
CE;89;
PA;40;
SC;34;
RS;99;
PR;15;
SP;20;
PB;29;
GO;22;
MA;224;
SP;23;
PE;26;
RS;60;
PA;30;
RJ;44;
PA;60;
BA;90;
MG;14;
MG;18;
BA;40;
RS;132;
SP;24;
RJ;36;
SP;14;
SC;54;
MA;10;
MA;54;
MG;212;
AL;15;
RJ;11;
GO;12;
SP;7;
RJ;82;
SP;20;
RJ;20;
GO;30;
RJ;16;
PE;13;
PE;56;
CE;44;
AL;18;
SP;50;
GO;60;
SP;72;
PR;22;
MG;56;
SP;22;
SP;14;
AL;1500;
BA;30;
BA;32;
MG;399;
CE;20;
CE;36;
SP;50;
RJ;90;
SP;175;
SP;20;
RS;20;
RJ;18;
ES;130;
SP;18;
MG;57;
MG;46;
RN;36;
MG;8;
GO;13;
PR;260;
SP;22;
RN;44;
PA;20;
SP;296;
DF;18;
MG;11;
SP;20;
SP;17;
RJ;14;
RS;120;
MT;26;
RS;30;
GO;60;
GO;30;
AM;36;
AM;374;
RJ;31;
RN;12;
SP;396;
CE;72;
RJ;67;
MG;200;
GO;50;
GO;135;
PA;96;
RJ;69;
RJ;16;
MT;16;
SC;10;
SE;3;
PR;92;
SP;8;
CE;150;
PA;72;
SP;61;
SC;12;
SC;20;
MG;53;
RJ;15;
RJ;25;
SC;1;
MG;42;
MA;54;
SP;45;
GO;42;
PE;42;
RJ;75;
RS;24;
RJ;15;
ES;2;
PA;18;
SP;60;
SP;60;
PE;23;
MG;32;
RJ;86;
MG;132;
SP;108;
RJ;118;
MG;40;
PA;74;
SP;84;
AL;16;
BA;4;
SP;156;
RS;100;
RN;41;
RS;44;
SP;231;
PR;22;
PR;30;
MG;18;
RJ;14;
ES;75;
RJ;24;
TO;15;
SP;19;
BA;46;
MG;90;
AM;19;
RJ;14;
CE;6;
SP;304;
RJ;56;
MT;42;
MT;26;
GO;22;
RJ;5;
SP;45;
SC;48;
SP;165;
RS;30;
RJ;21;
AL;21;
RS;49;
SE;30;
RS;27;
SP;153;
AL;30;
AM;7;
SC;45;
SP;80;
SP;168;
AM;20;
MG;8;
RJ;28;
MG;22;
BA;30;
DF;110;
SP;2;
GO;40;
CE;42;
PR;35;
CE;17;
CE;56;
MA;28;
SP;45;
BA;35;
RS;33;
AL;15;
GO;130;
RJ;20;
AM;24;
PR;43;
BA;48;
BA;19;
MA;15;
CE;22;
CE;20;
MG;46;
PE;35;
SP;76;
SP;60;
PR;80;
SP;28;
SP;13;
AM;70;
SP;44;
SC;70;
RJ;14;
TO;32;
GO;34;
SP;296;
GO;8;
GO;20;
RJ;64;
RS;10;
AL;64;
SP;118;
GO;5;
SC;48;
AL;103;
RN;24;
SP;20;
ES;204;
PB;272;
RN;50;
MG;30;
RJ;60;
SP;10;
RJ;33;
SP;280;
SC;132;
BA;436;
SP;35;
SP;75;
SP;50;
RJ;16;
SP;76;
SC;20;
SP;45;
MT;93;
MT;14;
MG;37;
PB;6;
RJ;20;
BA;75;
PR;128;
RJ;20;
RJ;82;
SP;45;
ES;150;
SC;60;
SC;258;
CE;21;
GO;5;
SP;80;
SP;5;
DF;45;
CE;16;
RJ;46;
RJ;90;
DF;27;
PA;40;
SP;10;
RS;62;
RS;58;
RJ;20;
DF;6;
SP;18;
DF;248;
RS;98;
GO;62;
TO;52;
CE;29;
CE;8;
PB;15;
SP;70;
RN;10;
SP;49;
SP;30;
MS;25;
SP;60;
SC;20;
PE;12;
GO;115;
PB;120;
PR;220;
PE;20;
SE;63;
RJ;8;
GO;86;
CE;17;
DF;4;
BA;127;
PR;16;
SP;52;
SP;20;
RJ;18;
MG;109;
PE;14;
SP;40;
RJ;28;
MS;28;
BA;291;
SP;30;
PA;30;
AM;10;
PB;20;
RJ;1112;
RJ;41;
GO;84;
CE;18;
RJ;36;
SP;30;
RS;42;
SP;380;
RS;75;
RJ;28;
RJ;4;
SP;10;
SP;69;
SP;35;
RS;194;
RN;17;
AL;24;
MG;50;
AM;36;
DF;30;
SP;80;
AM;32;
SP;32;
PR;6;
BA;14;
AL;12;
CE;33;
SP;40;
RS;35;
GO;14;
RS;18;
RO;13;
MT;37;
SP;90;
RJ;50;
AM;24;
RJ;40;
RS;350;
MG;56;
DF;36;
SP;17;
RN;40;
SP;36;
ES;66;
RS;12;
MA;10;
BA;174;
RS;14;
GO;45;
SC;4;
RN;500;
SC;29;
SC;2;
RO;60;
PB;2;
SP;210;
SP;15;
SP;60;
RJ;20;
SP;18;
TO;120;
ES;34;
AL;29;
RS;148;
BA;30;
RJ;40;
GO;15;
BA;117;
GO;50;
SP;19;
PR;110;
CE;51;
RJ;50;
BA;9;
RS;40;
RN;12;
GO;100;
PE;68;
MG;1;
SP;93;
SP;144;
SP;36;
SP;20;
MG;3;
RN;68;
BA;35;
SP;94;
GO;62;
RJ;40;
MT;184;
RS;16;
GO;37;
RJ;11;
RS;464;
MT;56;
SC;50;
RJ;390;
CE;45;
RJ;60;
MA;16;
SP;170;
PI;32;
MG;21;
SC;24;
SP;20;
RO;44;
SP;36;
MG;21;
AL;60;
DF;20;
SP;30;
SP;62;
PE;36;
SP;30;
SP;30;
MG;155;
ES;25;
PR;166;
CE;32;
MG;27;
RJ;14;
CE;21;
SP;49;
PR;20;
BA;13;
BA;86;
SP;16;
SP;21;
PE;45;
BA;381;
CE;30;
RS;65;
GO;61;
RJ;826;
PE;28;
RJ;200;
SP;10;
GO;16;
TO;144;
PE;90;
ES;84;
BA;100;
MG;42;
MG;94;
PE;25;
PR;5;
PR;57;
SC;2;
MG;32;
SE;24;
SP;90;
BA;18;
PR;70;
RS;171;
PR;18;
AL;21;
BA;140;
PR;26;
SP;44;
SC;12;
SC;29;
CE;40;
MG;63;
SP;24;
SP;10;
SP;38;
SC;40;
RS;100;
SP;21;
RN;41;
SP;38;
AL;40;
RJ;20;
GO;25;
SC;69;
MT;30;
GO;23;
MG;250;
SC;200;
GO;28;
MG;57;
MG;40;
ES;31;
SP;56;
SP;70;
MA;33;
PE;15;
BA;58;
MG;30;
MG;28;
MG;9;
RJ;21;
SP;44;
PE;60;
MG;560;
CE;50;
RJ;72;
DF;20;
SP;101;
SP;40;
AM;18;
RS;136;
MA;70;
SP;15;
SC;16;
SC;121;
RS;230;
SP;30;
BA;200;
MG;48;
AL;21;
RO;46;
BA;66;
RJ;23;
AM;10;
RJ;15;
BA;31;
PA;10;
MG;36;
RN;24;
RJ;62;
BA;15;
PA;30;
MG;28;
GO;8;
BA;31;
GO;20;
AL;28;
RS;10;
CE;178;
GO;26;
MG;348;
RJ;55;
BA;54;
SP;77;
CE;108;
SP;63;
MA;6;
MG;8;
GO;147;
MG;18;
MG;36;
SP;116;
PR;55;
RJ;50;
RS;30;
BA;32;
GO;6;
PR;46;
MG;103;
RJ;36;
AL;90;
MT;150;
GO;30;
RN;7;
SC;51;
AL;15;
GO;40;
SP;20;
SP;200;
SP;60;
RJ;60;
PR;140;
SP;10;
SP;159;
SP;120;
RS;153;
ES;21;
SP;27;
SP;40;
ES;7;
RS;35;
RJ;200;
CE;50;
CE;25;
MT;12;
MT;59;
SP;11;
PE;21;
RS;56;
GO;10;
MG;330;
GO;8;
GO;37;
GO;11;
RJ;5;
CE;60;
MG;2;
SP;30;
GO;12;
MG;42;
BA;40;
CE;27;
RJ;64;
MG;220;
RS;40;
GO;20;
MG;6;
RS;70;
SP;40;
SC;50;
SP;33;
BA;64;
GO;20;
CE;5;
AL;27;
RJ;52;
MG;131;
ES;161;
MS;99;
BA;98;
SC;108;
ES;7;
PI;18;
SC;80;
RR;56;
MS;40;
SC;43;
PE;36;
GO;15;
GO;10;
SP;418;
CE;16;
TO;48;
MA;48;
SP;28;
SP;47;
SP;55;
AL;7;
MG;45;
BA;90;
AL;15;
CE;26;
PA;600;
SP;98;
SE;45;
DF;212;
DF;10;
BA;40;
SC;4;
AL;109;
AL;21;
MG;30;
PE;71;
CE;26;
GO;30;
BA;80;
RJ;35;
RJ;262;
PA;28;
RJ;21;
SP;25;
SP;60;
CE;16;
MT;59;
RS;24;
AM;60;
AL;18;
SC;28;
RS;218;
RJ;45;
SP;8;
BA;62;
DF;78;
RN;70;
RJ;12;
TO;120;
RJ;24;
PE;58;
SP;12;
SP;26;
PE;48;
RJ;8;
GO;13;
RN;40;
RS;130;
AL;26;
SP;5;
DF;246;
SP;71;
SC;9;
MG;14;
MG;160;
RJ;12;
SC;44;
SP;80;
SC;10;
GO;50;
MG;90;
SC;10;
SP;68;
GO;778;
PA;52;
MG;35;
AL;35;
PE;3;
SP;47;
RN;12;
PA;18;
PR;194;
SP;66;
ES;19;
SP;38;
SP;26;
PB;77;
SP;18;
RJ;46;
AL;50;
CE;50;
GO;16;
CE;18;
CE;20;
GO;30;
RJ;6;
PI;40;
RJ;8;
GO;67;
SP;204;
GO;110;
ES;144;
ES;137;
MG;46;
MA;20;
PA;19;
PA;45;
MG;56;
PR;11;
CE;23;
CE;51;
SC;18;
GO;54;
RS;60;
MG;67;
GO;15;
CE;15;
SP;90;
CE;18;
AL;40;
RS;12;
SP;152;
RJ;280;
GO;146;
ES;2;
GO;6;
PI;10;
MA;40;
PB;24;
GO;80;
RJ;10;
GO;46;
SE;70;
AL;36;
RJ;20;
RJ;2;
SP;40;
RJ;10;
PR;32;
CE;207;
GO;23;
MG;87;
MG;7;
SP;1;
MG;24;
RJ;28;
PR;175;
PE;20;
MA;16;
SC;20;
RJ;413;
SC;26;
GO;100;
RN;47;
PR;50;
RJ;12;
RJ;10;
AL;24;
RJ;51;
SP;43;
DF;66;
DF;60;
CE;27;
RS;20;
RJ;12;
PI;80;
CE;37;
GO;46;
SP;65;
SC;35;
GO;62;
SC;70;
PE;5;
RJ;31;
RJ;25;
PR;50;
GO;51;
GO;20;
SP;130;
SP;21;
AL;59;
GO;15;
SC;15;
MT;14;
PB;66;
RJ;45;
SP;70;
MG;40;
BA;37;
SC;6;
SC;10;
RJ;52;
BA;20;
AL;26;
SP;90;
RJ;13;
CE;18;
GO;18;
RJ;200;
RJ;50;
GO;7;
ES;18;
BA;19;
BA;7;
SP;288;
SP;56;
RN;90;
GO;6;
SP;73;
SP;214;
RS;45;
SP;23;
SP;70;
MT;75;
GO;244;
MG;174;
MT;45;
BA;88;
SC;98;
SP;43;
SP;35;
PA;26;
MT;31;
RJ;12;
CE;20;
GO;2;
MG;21;
RJ;20;
SP;20;
RN;24;
SP;99;
RS;337;
RJ;38;
RJ;64;
SC;4;
SC;47;
SP;33;
SP;200;
RJ;15;
AL;60;
AL;40;
PI;22;
SP;279;
GO;46;
SP;30;
RS;196;
RS;344;
RJ;23;
MG;24;
SP;20;
GO;26;
RJ;22;
RN;40;
MA;90;
MG;86;
BA;32;
GO;420;
ES;24;
MG;50;
MG;124;
BA;22;
RJ;12;
RS;136;
AL;262;
SC;90;
PA;25;
AL;28;
CE;20;
SP;34;
BA;35;
PB;279;
SP;548;
BA;34;
SP;20;
GO;7;
GO;12;
ES;24;
PA;113;
BA;8;
GO;33;
MS;30;
SP;5;
MT;252;
RJ;32;
MG;282;
BA;28;
PE;14;
MG;82;
RJ;30;
GO;70;
MG;6;
GO;18;
MA;24;
RN;13;
SP;152;
SC;27;
RS;14;
PR;112;
RN;31;
MG;2;
RJ;25;
CE;23;
SP;54;
GO;6;
GO;26;
SP;90;
PE;7;
RJ;180;
PE;20;
RJ;260;
RJ;20;
SC;82;
SP;72;
PR;10;
CE;80;
MT;218;
SP;25;
SC;8;
ES;81;
SC;260;
RS;78;
RJ;20;
GO;20;
SC;72;
GO;50;
SP;250;
PR;321;
AL;130;
MS;93;
RJ;3;
RJ;68;
MG;38;
GO;28;
SP;200;
ES;90;
PA;17;
BA;25;
AL;60;
MA;8;
PE;36;
SP;263;
BA;85;
SP;174;
MG;7;
SP;12;
MS;60;
RJ;28;
SP;30;
PR;47;
SP;73;
GO;56;
SP;250;
AL;33;
GO;18;
RJ;250;
GO;30;
SP;77;
BA;45;
MT;75;
AL;30;
PR;6;
PR;109;
RJ;2;
SC;20;
RJ;56;
RJ;18;
PB;8;
RS;282;
RJ;60;
AL;6;
SC;110;
BA;20;
RJ;10;
SP;32;
ES;5;
PE;90;
MT;156;
BA;30;
RJ;50;
GO;38;
RN;187;
AP;40;
SP;164;
ES;12;
BA;56;
GO;100;
SP;12;
PA;7;
RJ;16;
ES;70;
CE;15;
SP;30;
GO;264;
AL;12;
BA;432;
AL;78;
ES;232;
SP;392;
SP;102;
SP;64;
SP;604;
MG;12;
SP;514;
SC;146;
BA;21;
SC;40;
RJ;136;
SP;60;
RJ;50;
RJ;250;
BA;14;
PE;30;
BA;46;
RJ;45;
MG;172;
RS;44;
RS;56;
RS;14;
RJ;50;
RJ;190;
SP;42;
MG;139;
MG;189;
RJ;60;
RJ;102;
RN;70;
RJ;110;
PR;83;
PR;40;
PB;298;
PB;180;
CE;500;
GO;54;
SC;6;
MG;250;
SP;118;
AL;60;
RJ;96;
ES;440;
RJ;44;
SC;90;
DF;3;
SP;20;
SC;11;
SP;44;
ES;60;
CE;54;
GO;20;
RJ;90;
BA;40;
AL;25;
SC;25;
ES;36;
SP;126;
SC;12;
GO;26;
BA;15;
MG;26;
RJ;38;
BA;52;
RJ;35;
RJ;23;
SP;60;
SP;161;
PE;30;
RJ;80;
CE;30;
SP;50;
MT;20;
MG;44;
AL;10;
PE;15;
RJ;108;
MG;113;
MT;40;
RS;104;
CE;25;
MG;44;
AL;25;
PB;7;
SC;40;
AL;64;
RJ;16;
GO;28;
MA;10;
RJ;12;
MG;4;
AL;6;
GO;19;
SP;12;
SP;304;
RJ;37;
SC;14;
MG;31;
GO;16;
AL;10;
PE;30;
SP;20;
RJ;18;
SP;18;
RJ;6;
GO;16;
PA;20;
AL;60;
RN;32;
PB;16;
BA;90;
RJ;22;
BA;367;
SP;49;
RJ;90;
GO;14;
SC;38;
PA;24;
BA;16;
SC;44;
GO;16;
MG;108;
BA;18;
RJ;30;
RJ;16;
BA;47;
SC;248;
PR;252;
RS;13;
GO;128;
MT;16;
MG;28;
PE;24;
SP;18;
RJ;124;
RJ;43;
MA;116;
SP;200;
GO;42;
PB;108;
PB;9;
RJ;23;
SP;48;
RS;53;
RN;48;
BA;36;
GO;8;
AL;22;
RS;28;
RN;8;
GO;6;
GO;13;
SC;168;
SP;60;
BA;55;
MG;14;
SP;47;
PE;20;
RJ;32;
GO;16;
BA;90;
SP;46;
SP;8;
BA;8;
BA;65;
SP;37;
RJ;11;
RJ;58;
RJ;90;
SP;105;
RJ;122;
SP;90;
GO;102;
AM;75;
AL;90;
RJ;30;
RJ;20;
PA;127;
RO;50;
SC;390;
MA;162;
RJ;55;
AM;198;
RN;94;
PE;120;
RJ;40;
BA;60;
MT;30;
SC;112;
BA;18;
SP;23;
RJ;12;
GO;26;
AM;34;
RJ;54;
CE;105;
RJ;14;
BA;52;
MT;205;
SC;24;
GO;6;
BA;82;
RS;50;
SP;22;
ES;80;
MG;12;
GO;100;
RS;124;
ES;20;
RJ;36;
RJ;118;
RJ;26;
SP;2;
MG;23;
PE;23;
SC;9;
ES;28;
SC;21;
AM;20;
ES;55;
GO;8;
GO;14;
SP;44;
PE;19;
GO;30;
CE;377;
BA;72;
RN;320;
RS;46;
BA;66;
RS;298;
GO;10;
RJ;50;
SP;12;
SP;39;
PR;31;
CE;22;
RJ;20;
SP;15;
SP;18;
BA;24;
PE;22;
RS;210;
MG;30;
SP;85;
AL;30;
MG;160;
RS;39;
MG;8;
GO;30;
RJ;3;
MA;15;
RS;123;
RJ;20;
MG;80;
RJ;8;
SP;216;
SP;55;
SP;11;
RJ;10;
BA;70;
MT;55;
GO;46;
SP;64;
RJ;50;
SC;24;
SP;28;
PE;100;
RJ;100;
GO;18;
BA;30;
RJ;60;
PB;27;
PR;7;
AL;36;
ES;36;
DF;727;
MS;24;
MG;54;
SP;35;
SP;20;
RJ;50;
RJ;3;
RS;34;
RS;150;
RS;30;
CE;6;
PA;23;
RS;24;
AL;20;
AL;14;
RJ;37;
AL;24;
ES;5;
GO;16;
GO;30;
MG;50;
RO;60;
SC;70;
SP;20;
RJ;28;
RJ;24;
SP;105;
SP;70;
SP;426;
AL;38;
SC;22;
SC;198;
SP;25;
RN;127;
CE;56;
AM;70;
SP;55;
RJ;300;
GO;5;
PB;28;
PB;14;
ES;75;
CE;28;
SP;78;
RN;41;
RS;20;
ES;34;
ES;4000;
GO;3;
SC;12;
SC;8;
GO;3;
ES;43;
GO;80;
PA;64;
PA;89;
MG;90;
ES;60;
MT;45;
RS;313;
CE;40;
RJ;50;
PA;87;
SP;13;
GO;8;
MG;8;
BA;60;
PI;8;
RJ;23;
MT;50;
RJ;39;
SP;50;
SC;14;
RN;30;
SP;291;
SC;22;
SP;172;
RJ;50;
BA;112;
SP;112;
RJ;20;
SP;103;
SC;4;
SC;16;
ES;70;
MG;26;
PB;240;
GO;25;
SC;65;
MG;18;
BA;82;
CE;30;
RN;34;
SP;90;
BA;19;
RN;15;
RO;60;
MT;32;
GO;50;
SC;5;
PR;125;
GO;75;
RJ;56;
RS;52;
RS;240;
RJ;50;
PR;125;
PB;14;
SP;20;
PR;28;
PR;28;
RN;69;
PE;55;
SP;48;
RJ;52;
BA;29;
SP;50;
MG;29;
GO;9;
RS;31;
RJ;28;
BA;35;
PE;15;
RS;60;
RJ;40;
GO;65;
RS;32;
CE;6;
RJ;63;
RS;64;
MT;75;
PR;60;
CE;19;
MT;45;
SP;352;
RR;24;
SP;56;
SP;29;
SP;40;
SP;328;
SP;53;
CE;34;
PE;4;
SC;70;
SP;5;
CE;119;
GO;24;
AL;90;
RN;13;
RJ;10;
AL;6;
PR;17;
SP;28;
SC;340;
MG;33;
SP;60;
PR;50;
SC;42;
AL;10;
PE;19;
RJ;7;
SC;120;
MG;92;
RJ;24;
ES;100;
SP;35;
MG;4;
SP;44;
SC;32;
RJ;20;
GO;17;
RS;15;
RJ;20;
SP;42;
SC;70;
ES;15;
AL;52;
SC;188;
RN;22;
SP;18;
CE;21;
GO;52;
RJ;9;
SC;10;
RJ;10;
RS;53;
ES;8;
AM;50;
PR;6;
SC;131;
BA;100;
PR;16;
SC;85;
RS;58;
PE;79;
SC;9;
MG;16;
MG;21;
ES;1;
BA;296;
SC;20;
SP;236;
AL;2;
RJ;3;
BA;96;
SP;12;
RJ;20;
PR;12;
SP;40;
CE;173;
PA;11;
CE;200;
PA;25;
RS;8;
PR;250;
MT;409;
BA;56;
PR;14;
SC;12;
RJ;70;
SC;20;
RJ;30;
RS;3;
GO;140;
RS;40;
TO;50;
SC;390;
TO;11;
MG;20;
MG;60;
MT;30;
TO;45;
BA;15;
RJ;12;
MG;38;
RJ;100;
RN;40;
SP;84;
SC;144;
SC;5;
MA;26;
AL;30;
RJ;4;
PR;20;
RJ;5;
RS;44;
SP;88;
AL;16;
AL;15;
GO;12;
RJ;133;
RJ;39;
RJ;114;
MS;36;
SP;50;
AM;36;
RJ;6;
RS;40;
SP;90;
RJ;24;
RS;56;
SP;35;
SP;66;
MG;40;
MT;50;
PE;27;
RJ;14;
RJ;26;
GO;10;
RR;4;
GO;46;
PI;20;
PE;4;
MT;43;
AL;15;
RJ;8;
RJ;24;
RN;150;
RS;10;
RN;20;
AL;25;
MT;200;
RS;88;
SC;100;
CE;12;
RJ;8;
MG;80;
MG;81;
RS;55;
SP;10;
PE;45;
RS;13;
GO;12;
SC;8;
MG;100;
RN;34;
SC;14;
RS;75;
RS;31;
PI;23;
GO;29;
SC;125;
PE;110;
RS;25;
PI;5;
GO;30;
PI;9;
PR;15;
TO;30;
RJ;18;
PE;80;
PI;26;
SC;82;
SP;19;
CE;250;
RJ;33;
CE;140;
PI;48;
RS;19;
AM;15;
TO;19;
SP;20;
CE;43;
